US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,label
2.769,2.98334,3.000245,3.740185,4.2046,1.133455,1.5688900000000001,5.009835000000001,4.316075,1.42245,1.9121550000000003,4.176905,2.1900500000000003,3.8764,2.4101999999999997,3.46704,4.606705,2.0962500000000004,1.9943,4.001325,4.8383,4.14382,3.818585,2.665385,Sharp-Right-Turn
1.803,3.71742,1.131055,3.949335,1.3334000000000001,4.635355000000001,2.42381,1.6831450000000001,4.772024999999999,4.07475,3.814305,4.514585,2.0208500000000003,1.9260000000000002,2.4101999999999997,4.47376,1.136455,4.93031,3.2991,4.744524999999999,1.0037,0.76538,0.43649499999999997,2.341775,Slight-Right-Turn
3.689,1.6528200000000002,1.267825,2.4852849999999997,4.3986,1.561465,1.2968700000000002,3.072775,4.772024999999999,3.9063499999999998,1.5317250000000002,2.910605,3.3321500000000004,2.562,3.5362,3.46704,3.820115,2.8396100000000004,3.2058999999999997,1.121425,3.4522999999999997,3.8661399999999997,3.725925,3.266375,Sharp-Right-Turn
1.021,3.21274,2.179625,1.5650249999999999,3.8166,1.289095,2.15179,1.3041550000000002,4.9792749999999995,1.00145,4.617435,3.6281749999999997,2.6976500000000003,0.9084,4.8873999999999995,1.7739199999999997,4.190275,4.51217,4.6505,1.539475,2.6207,4.05126,4.050235000000001,1.370945,Slight-Right-Turn
3.827,3.3503800000000004,3.775275,2.945415,2.6138000000000003,2.339665,1.6466100000000001,2.314795,4.689124999999999,4.91675,1.869885,2.615135,1.0479500000000002,2.2228,2.27508,0.5384,2.293205,3.62943,4.2777,0.796275,3.4060999999999995,1.9223800000000002,0.899795,4.237204999999999,Move-Forward
2.0789999999999997,4.08446,0.994285,2.778095,4.321000000000001,2.689855,2.50153,4.420294999999999,4.316075,2.26445,1.9966949999999999,0.884525,4.38965,3.5796,2.5903599999999996,0.5384,0.48867499999999997,2.14271,2.5534999999999997,2.793625,0.7727,2.06122,4.837845,2.988995,Slight-Right-Turn
4.149,0.7811,0.6295649999999999,3.5728649999999997,3.1182,4.129525,4.6388300000000005,4.293965,4.937824999999999,2.30655,1.0244849999999999,4.303535,4.6857500000000005,4.2156,1.5093999999999999,2.87216,2.0618549999999995,3.4435900000000004,0.36330000000000007,0.982075,4.1915,0.76538,2.706665,3.913595,Move-Forward
4.563000000000001,3.71742,5.006205,4.869595,1.8766000000000003,2.962225,4.40567,3.156995,3.114025,3.9063499999999998,1.573995,3.585965,2.9091500000000003,1.9260000000000002,1.14908,2.78064,1.599155,4.74447,0.6429,1.771725,0.6341,3.07938,1.872725,4.560815,Move-Forward
2.815,2.7998200000000004,2.407575,0.9375749999999999,3.6614000000000004,3.156775,2.38495,2.693785,2.5337249999999996,1.50665,1.235835,0.9267350000000001,2.1900500000000003,2.2228,1.46436,1.5908799999999998,0.766295,2.8396100000000004,2.1807,4.187125,3.1289,3.9587000000000003,2.8456550000000003,3.821135,Slight-Right-Turn
3.091,4.54326,3.182605,3.4473749999999996,3.8942,3.701515,4.01707,3.8307550000000004,2.9896749999999996,4.74835,0.813135,3.7970149999999996,3.9243500000000004,1.9260000000000002,3.3560399999999997,4.56528,4.791785,3.76881,4.6971,2.607825,3.3137,2.24634,2.058045,4.560815,Slight-Right-Turn
1.941,4.726780000000001,2.6811149999999997,4.451295,4.6314,4.246255,1.9574900000000002,5.051945,2.243575,1.42245,2.292585,3.7548049999999997,1.8939500000000002,3.1132,4.8873999999999995,2.2315199999999997,4.8843250000000005,2.8396100000000004,2.6001000000000003,3.118775,1.4195,1.1819,2.197035,1.555865,Move-Forward
0.837,4.58914,1.5869550000000001,2.234305,4.7090000000000005,3.156775,4.56111,3.746535,3.4456249999999997,4.03265,3.095715,1.8553549999999999,2.2746500000000003,1.502,0.51852,4.6568000000000005,4.467895,2.4214700000000002,1.7613000000000003,4.744524999999999,3.6370999999999998,3.77358,3.308955,1.463405,Sharp-Right-Turn
3.5969999999999995,0.82698,2.726705,2.3597949999999996,1.8378,4.285165,2.6569700000000003,2.188465,3.5285249999999997,1.84345,4.448355,2.8261849999999997,1.1325500000000002,2.6044,1.46436,3.37552,1.090185,4.605090000000001,0.7361000000000001,0.42467499999999997,0.5879,2.6628600000000002,4.837845,1.278485,Slight-Left-Turn
0.653,5.00206,3.410555,1.774175,3.351,4.324075000000001,2.30723,1.7673649999999999,1.8705249999999998,3.65375,3.391605,1.0533649999999999,2.1477500000000003,2.3924,4.57212,2.9636799999999996,3.079795,0.70245,2.3205,1.353675,3.8219,0.7191000000000001,3.725925,4.144745,Move-Forward
0.837,3.1209800000000003,3.228195,3.6146949999999998,3.6614000000000004,1.522555,1.7243300000000001,3.7886450000000003,4.398974999999999,2.76965,1.954425,0.9267350000000001,1.4709500000000002,1.2476,1.1941199999999998,0.8587199999999999,2.617095,3.49005,4.3709,2.375575,4.422499999999999,0.7191000000000001,4.559865,4.976884999999999,Sharp-Right-Turn
1.297,4.4515,3.592915,1.230385,3.0794,3.468055,1.68547,2.062135,1.1658749999999998,3.82215,2.7152849999999997,1.137785,3.6282500000000004,2.0532,3.94156,4.33648,3.033525,2.23563,1.3419,0.982075,4.3763000000000005,3.2645,4.467205,3.035225,Move-Forward
2.447,3.71742,4.459125,3.3218849999999995,2.2258000000000004,4.557535,1.8020500000000002,3.6202050000000003,1.290225,4.8325499999999995,1.404915,2.530715,2.5284500000000003,1.5868,3.13084,0.5384,3.3574149999999996,3.8617300000000006,0.5963,4.883875,3.2675,3.2645,4.281885,2.1106249999999998,Move-Forward
3.827,3.3045,2.4987549999999996,2.150645,2.8466000000000005,1.250185,4.3279499999999995,2.314795,0.917175,3.10645,3.687495,2.193035,2.9091500000000003,1.2052,4.842359999999999,3.7873599999999996,2.524555,0.37722999999999995,1.3885,0.564025,1.5119,3.63474,4.281885,1.186025,Sharp-Right-Turn
0.837,0.73522,3.045835,4.534955,4.0882000000000005,2.495305,2.9289899999999998,2.735895,4.233174999999999,3.31695,3.4761450000000003,4.134695000000001,1.8516500000000002,2.562,3.94156,3.55856,2.1081250000000002,0.51661,3.2058999999999997,2.561375,3.2675,3.2645,3.4479450000000003,0.723725,Sharp-Right-Turn
4.471,2.1574999999999998,0.538385,1.5650249999999999,3.3122000000000003,4.440805,3.23987,4.672955,1.6632749999999998,0.95935,3.898845,1.0533649999999999,3.1629500000000004,2.562,2.8606,0.996,4.606705,3.5829700000000004,3.8117,3.118775,2.5744999999999996,4.97686,3.633265,4.653275,Sharp-Right-Turn
4.7010000000000005,2.6163,0.583975,2.108815,1.8766000000000003,4.012795000000001,1.33573,2.820115,4.357524999999999,1.84345,2.461665,0.9267350000000001,4.3473500000000005,4.894,2.68044,1.2247999999999999,4.097735,4.3263300000000005,2.8796999999999997,4.233575,3.4060999999999995,1.04306,4.096565,0.492575,Slight-Right-Turn
2.769,4.864420000000001,1.8604949999999998,4.744104999999999,3.2734,3.934975,4.17251,1.7252550000000002,2.492275,2.72755,4.237005,1.7287249999999998,2.6553500000000003,4.5548,1.8246799999999999,3.0551999999999992,4.051465,1.44581,3.5321,4.698074999999999,1.0960999999999999,4.28266,1.4094250000000001,4.791964999999999,Slight-Right-Turn
2.309,4.31386,0.8575149999999999,3.2800549999999995,4.8254,1.950565,3.20101,1.3462649999999998,1.6218249999999999,2.68545,1.954425,3.543755,3.3321500000000004,4.045999999999999,4.70724,0.8587199999999999,1.2289949999999998,0.79537,0.5497000000000001,3.6297249999999996,0.9575,4.2363800000000005,0.9924550000000001,1.1397950000000001,Move-Forward
0.515,2.1116200000000003,0.766335,3.070905,2.8854,3.468055,2.07407,2.525345,1.8705249999999998,1.08565,3.941115,1.7287249999999998,3.8820500000000004,3.2403999999999997,3.9865999999999993,2.8263999999999996,4.005195,3.49005,1.3419,4.651624999999999,0.8189,3.68102,4.976835,2.434235,Move-Forward
1.481,1.6069400000000003,2.589935,3.907505,3.3898,3.545875,1.4523100000000002,1.177825,3.0311249999999994,2.72755,4.025655,2.9528149999999997,4.7703500000000005,2.6468,3.311,4.74832,3.079795,2.00333,2.8796999999999997,3.6761749999999997,3.5446999999999997,2.47774,1.6410750000000003,3.543755,Slight-Left-Turn
3.229,2.52454,4.550305,2.3597949999999996,1.4498000000000002,3.040045,1.18029,3.4096550000000003,2.326475,3.14855,3.687495,0.9267350000000001,1.6824500000000002,3.7916000000000003,2.0048399999999997,0.5384,1.136455,1.16705,3.5787,2.979425,3.8680999999999996,3.54218,0.946125,2.156855,Slight-Left-Turn
4.287000000000001,0.6893400000000001,0.766335,1.188555,4.7090000000000005,2.456395,1.8797700000000002,2.9885550000000003,3.7772249999999996,1.67505,1.785345,1.8553549999999999,2.4015500000000003,4.682,0.69868,2.41456,1.969315,0.65599,3.0195,4.744524999999999,0.7265,1.50586,3.3552850000000003,3.173915,Move-Forward
4.471,2.9374599999999997,4.231175,2.150645,3.4286000000000003,1.289095,2.81241,3.872865,2.326475,1.63295,2.038965,1.9819849999999999,4.47425,3.8764,4.61716,2.5518399999999994,1.830505,4.79093,1.5749,1.632375,4.653499999999999,1.13562,2.521345,1.370945,Move-Forward
4.609,2.6163,3.2737849999999997,2.819925,4.3598,4.829905,4.6388300000000005,3.451765,2.4508249999999996,3.65375,2.7998250000000002,1.348835,2.3169500000000003,3.198,1.01396,4.61104,0.442405,2.14271,1.5283000000000002,3.815525,1.5119,4.56034,3.308955,4.006055,Sharp-Right-Turn
0.6990000000000001,1.2857800000000001,3.182605,2.234305,1.3334000000000001,4.752085,1.6466100000000001,3.6202050000000003,3.8601249999999996,3.44325,1.8276150000000002,2.066405,3.2052500000000004,2.562,2.3651599999999995,2.0484799999999996,3.5424949999999997,1.07413,3.4389000000000003,2.747175,4.4687,0.99678,4.559865,1.648325,Move-Forward
3.183,2.29514,2.544345,4.953255,3.7778,3.662605,2.57925,4.251855000000001,3.2383749999999996,2.05395,3.4338750000000005,1.517675,4.47425,4.724399999999999,4.346919999999999,1.6366399999999999,2.617095,2.00333,4.044700000000001,0.42467499999999997,1.5119,4.652900000000001,0.853465,0.631265,Sharp-Right-Turn
3.3209999999999997,0.6893400000000001,1.5869550000000001,4.869595,3.739,3.584785,2.2295100000000003,3.114885,1.911975,3.99055,4.617435,3.7970149999999996,3.8397500000000004,1.8836,4.752279999999999,4.51952,0.905105,1.12059,4.044700000000001,3.722625,1.8815,1.96866,3.4016150000000005,0.769955,Slight-Right-Turn
0.607,2.8915800000000003,4.322355,3.6146949999999998,3.3122000000000003,3.662605,2.38495,2.7780050000000003,2.948225,1.42245,1.362645,4.219115,4.3473500000000005,4.5123999999999995,0.56356,3.7873599999999996,3.079795,4.04757,2.7399,0.47112499999999996,3.0364999999999998,4.14382,0.529155,4.0522849999999995,Sharp-Right-Turn
4.471,4.726780000000001,1.0398749999999999,4.618615,2.3422,1.328005,4.3279499999999995,3.957085,4.025924999999999,2.05395,1.573995,4.514585,1.0479500000000002,0.7812,0.51852,0.44687999999999994,4.838055,1.53873,1.8079,0.703375,2.2973,3.2182199999999996,0.807135,1.186025,Move-Forward
3.505,4.2679800000000006,4.687075,4.9950849999999996,4.8254,2.028385,4.83313,3.156995,2.2021249999999997,3.82215,1.616265,3.1216549999999996,2.3592500000000003,3.834,4.842359999999999,2.9179199999999996,2.154395,4.69801,3.5787,4.465825000000001,2.2973,2.8479799999999997,1.687405,4.375895,Slight-Right-Turn
1.343,2.20338,4.139995,1.021235,2.8466000000000005,2.106205,2.1906499999999998,3.704425,4.398974999999999,3.44325,2.926635,2.530715,1.1748500000000002,2.0956,2.27508,4.93136,1.5528849999999998,0.79537,1.5749,3.6297249999999996,1.9277,2.3388999999999998,0.853465,1.463405,Move-Forward
0.6990000000000001,1.6069400000000003,0.948695,2.234305,2.0318000000000005,4.635355000000001,2.50153,3.4096550000000003,1.497475,2.72755,4.575165,1.137785,2.5284500000000003,1.2052,1.059,0.62992,2.987255,2.28209,4.1845,0.656925,0.7265,0.53398,3.3552850000000003,2.850305,Slight-Right-Turn
0.515,4.31386,4.823845,3.1127350000000003,1.9930000000000003,1.405825,4.91085,4.167635000000001,1.456025,3.10645,1.7008050000000001,2.488505,0.87875,3.8764,0.6086,0.8587199999999999,4.791785,1.25997,1.7147000000000001,4.837425,2.0201000000000002,3.8661399999999997,1.5484149999999999,1.648325,Slight-Left-Turn
4.425000000000001,1.8363400000000003,4.641484999999999,2.987245,4.127,2.417485,2.50153,5.051945,2.160675,3.48535,1.9966949999999999,4.7256350000000005,4.47425,3.3676,2.99572,2.00272,3.912655,4.69801,0.40990000000000004,2.514925,2.1586999999999996,0.48769999999999997,4.189225,1.602095,Slight-Left-Turn
0.607,4.13034,4.641484999999999,3.6146949999999998,3.4286000000000003,4.790995000000001,3.0844300000000002,4.8835049999999995,3.4870749999999995,4.20105,3.137985,2.783975,3.1629500000000004,1.0779999999999998,2.1849999999999996,2.87216,1.969315,4.51217,2.3670999999999998,0.378225,0.8651,3.12566,1.965385,4.514585,Move-Forward
3.275,3.44214,1.131055,3.656525,4.2822000000000005,2.845495,2.73469,2.104245,3.9430249999999996,2.5170500000000002,0.897675,4.894475,1.9785500000000003,0.8236,3.2209199999999996,4.199199999999999,2.0618549999999995,0.42369,4.5573,0.564025,3.6833,2.1075,2.428685,3.405065,Sharp-Right-Turn
1.895,1.1481400000000002,0.583975,4.283975,4.1658,4.557535,2.2295100000000003,4.9256150000000005,4.8134749999999995,4.53785,3.602955,1.559885,4.13585,1.6716,3.80644,4.70256,4.467895,4.605090000000001,1.5283000000000002,3.815525,1.3733,2.7091399999999997,1.270435,1.324715,Sharp-Right-Turn
1.067,4.176220000000001,5.006205,1.063065,3.2346000000000004,4.868815,3.51189,3.072775,2.326475,4.20105,2.842095,2.5729249999999997,0.92105,1.4172,1.41932,2.9636799999999996,3.681305,3.21129,1.3419,2.0504249999999997,3.7756999999999996,3.8198600000000003,1.965385,2.388005,Sharp-Right-Turn
1.527,3.48802,3.456145,1.4813649999999998,3.9330000000000003,2.339665,2.46267,3.7886450000000003,3.652875,3.94845,1.869885,3.163865,1.7670500000000002,1.6292,1.14908,2.27728,2.4782849999999996,1.12059,2.4137,1.539475,3.7295,1.45958,1.872725,1.417175,Move-Forward
2.6310000000000002,3.44214,4.048814999999999,4.451295,1.3722000000000003,3.896065,2.77355,4.420294999999999,1.5389249999999999,1.46455,3.8565750000000003,1.348835,1.7247500000000002,3.2403999999999997,3.94156,2.09424,3.1260649999999996,1.3528900000000001,3.3457,1.957525,4.2839,1.22818,1.4094250000000001,2.572925,Slight-Right-Turn
3.1369999999999996,4.956180000000001,0.675155,3.238225,3.739,2.806585,2.81241,4.841395,4.854925,2.22235,2.884365,4.176905,1.0902500000000002,2.6044,3.94156,4.51952,4.375355,2.23563,0.8293,2.143325,1.4195,4.69918,2.475015,3.312605,Move-Forward
0.929,2.98334,4.094405,4.242145000000001,1.8378,3.156775,3.8227700000000002,4.167635000000001,1.8705249999999998,3.9063499999999998,4.828785,1.897565,1.9362500000000002,1.7564,1.1941199999999998,0.67568,4.652975,3.25775,3.7651000000000003,1.121425,1.3733,4.74546,0.43649499999999997,2.711615,Move-Forward
3.045,2.8915800000000003,3.410555,4.827764999999999,1.9154,2.845495,4.6388300000000005,4.9256150000000005,3.3212749999999995,2.81175,3.8565750000000003,1.8553549999999999,3.8820500000000004,4.258,2.99572,3.5127999999999995,0.627485,2.04979,4.7903,2.375575,2.4358999999999997,2.3388999999999998,0.621815,0.538805,Slight-Right-Turn
1.251,4.726780000000001,1.0854650000000001,4.116655,1.3334000000000001,2.067295,3.12329,3.7886450000000003,3.2798249999999998,1.00145,3.2647950000000003,2.8683949999999996,2.9514500000000004,2.2652,3.5812399999999998,2.0484799999999996,0.673755,3.3042100000000003,1.1089000000000002,0.42467499999999997,2.3897,2.8017000000000003,3.8649150000000003,0.8161849999999999,Sharp-Right-Turn
4.885,4.680900000000001,3.2737849999999997,3.4055449999999996,4.515,4.829905,4.59997,4.420294999999999,4.564774999999999,4.28525,3.095715,3.5015449999999997,2.6553500000000003,1.8836,4.346919999999999,3.7415999999999996,4.560435,2.00333,2.0875000000000004,3.6297249999999996,3.7756999999999996,4.1901,3.1699650000000004,3.682445,Move-Forward
4.057,0.73522,1.131055,2.234305,1.6826000000000003,2.534215,3.12329,1.135715,3.5285249999999997,2.13815,3.4338750000000005,4.514585,0.96335,1.0779999999999998,2.8155599999999996,0.58416,1.2289949999999998,3.62943,1.5283000000000002,0.842725,2.5744999999999996,3.2182199999999996,1.2241050000000002,3.497525,Sharp-Right-Turn
4.885,4.2221,1.997265,1.272215,1.3334000000000001,4.168435000000001,2.1129300000000004,3.4096550000000003,4.067374999999999,4.24315,4.701975,1.391045,1.8093500000000002,1.7564,4.12172,2.5518399999999994,1.0439150000000001,2.18917,4.7903,0.42467499999999997,0.6341,2.47774,2.9383150000000002,4.329665,Slight-Right-Turn
2.447,2.20338,1.8604949999999998,4.283975,4.2434,3.701515,2.1129300000000004,2.862225,1.8705249999999998,4.70625,3.180255,3.0794449999999998,4.1781500000000005,1.502,1.5994799999999998,3.7415999999999996,4.514165,3.67589,3.9515000000000002,2.932975,1.8353,3.8661399999999997,1.6410750000000003,2.2030849999999997,Slight-Right-Turn
3.229,2.5704200000000004,4.367945000000001,0.895745,4.9418,1.950565,3.20101,5.009835000000001,3.5699749999999995,2.26445,3.7297650000000004,2.699555,1.9362500000000002,2.986,1.46436,4.10768,2.339475,3.3042100000000003,3.1593,0.796275,0.9113,4.09754,2.3360250000000002,4.930655,Slight-Right-Turn
1.895,2.75394,3.456145,2.903585,4.5926,1.911655,4.94971,4.630845000000001,4.8134749999999995,4.20105,2.884365,2.5729249999999997,1.2171500000000002,4.0884,3.8514799999999996,3.6043199999999995,2.8947149999999997,1.67811,2.3670999999999998,0.796275,1.3733,1.69098,0.575485,3.959825,Slight-Left-Turn
2.309,3.3045,4.915025,2.861755,3.1182,3.701515,1.6466100000000001,3.114885,2.948225,2.3907499999999997,1.573995,3.6281749999999997,4.9395500000000006,2.562,1.2841999999999998,1.8654399999999998,2.0155849999999997,4.93031,2.0408999999999997,0.703375,4.884499999999999,2.1537800000000002,1.363095,4.514585,Slight-Left-Turn
2.355,0.5517000000000001,4.595895,2.736265,2.1094,1.872745,1.21915,2.862225,3.6943249999999996,1.08565,4.617435,4.092485,2.4438500000000003,2.3076,4.6622,1.8196799999999997,1.5528849999999998,1.77103,3.9981,2.329125,2.0663,1.7835400000000001,0.7608050000000001,2.572925,Slight-Left-Turn
2.447,3.48802,1.0398749999999999,4.702275,3.739,3.545875,3.00671,4.504515,3.2383749999999996,3.52745,2.6730150000000004,4.303535,4.4319500000000005,0.866,3.49116,1.1790399999999999,2.0618549999999995,0.93475,4.2311000000000005,2.375575,0.49549999999999994,4.3752200000000006,3.9575750000000003,0.908645,Sharp-Right-Turn
3.5969999999999995,3.62566,3.0914249999999996,1.188555,2.2646,3.662605,4.40567,3.325435,4.191725,1.50665,1.109025,4.261324999999999,3.6705500000000004,3.7068,4.07668,2.3688000000000002,4.514165,4.1869499999999995,3.9515000000000002,1.4930249999999998,0.8189,1.55214,3.725925,0.446345,Move-Forward
4.793000000000001,2.8915800000000003,1.0398749999999999,2.736265,4.0882000000000005,3.468055,4.7554099999999995,2.441125,3.7357749999999994,2.3907499999999997,1.7430750000000002,3.206075,0.96335,4.5548,4.57212,4.10768,0.766295,4.1869499999999995,4.0913,1.121425,2.5744999999999996,3.58846,1.687405,3.081455,Slight-Right-Turn
4.977,0.96462,0.583975,1.188555,2.1094,4.674265,3.8227700000000002,4.293965,3.1969249999999994,0.9172500000000001,2.588475,4.641215,2.6130500000000003,1.9260000000000002,4.2118,4.93136,0.951375,4.4657100000000005,3.4855,1.0285250000000001,4.8383,3.8661399999999997,3.818585,1.740785,Move-Forward
4.517,2.7080599999999997,1.8604949999999998,2.4016249999999997,3.2734,3.740425,3.55075,2.146355,4.772024999999999,2.6012500000000003,4.490625,4.7678449999999994,3.1629500000000004,3.6644,3.40108,3.3297599999999994,2.524555,2.4214700000000002,4.5107,4.140675,1.1423,4.32894,1.5020850000000001,1.463405,Slight-Left-Turn
4.977,1.7904600000000002,3.045835,4.283975,1.3334000000000001,3.701515,3.27873,1.6831450000000001,3.3627249999999993,2.34865,2.2503150000000005,3.6281749999999997,4.9395500000000006,1.2052,4.436999999999999,4.51952,3.264875,3.81527,3.2525,0.889175,1.4195,1.36702,0.7608050000000001,2.665385,Slight-Left-Turn
4.517,1.6069400000000003,2.407575,1.899665,4.4762,3.234595,3.16215,3.5780950000000002,4.523325,4.41155,3.307065,3.0794449999999998,4.81265,3.8764,4.391959999999999,3.1924799999999998,4.976865,3.07191,1.7613000000000003,3.6761749999999997,1.3271,2.8479799999999997,2.7529950000000003,3.081455,Sharp-Right-Turn
3.505,3.3045,3.364965,1.063065,1.799,4.829905,2.8512700000000004,1.219935,1.911975,2.6012500000000003,3.391605,1.517675,2.6553500000000003,2.6468,2.6353999999999997,3.284,2.570825,2.5608500000000003,2.7399,4.7909749999999995,4.653499999999999,4.32894,3.494275,2.2030849999999997,Move-Forward
4.425000000000001,1.74458,0.538385,3.865675,4.9030000000000005,2.495305,1.37459,3.2412150000000004,4.150275,4.79045,2.7152849999999997,0.9267350000000001,4.0089500000000005,3.8764,2.1849999999999996,3.1009599999999997,4.791785,3.53651,2.4603,1.0285250000000001,4.6997,4.8843,1.177775,0.446345,Slight-Left-Turn
4.931000000000001,3.9009400000000003,4.778255,3.238225,3.5062,3.740425,3.58961,4.967725,4.025924999999999,1.00145,3.095715,4.936684999999999,1.1325500000000002,1.1204,2.1849999999999996,4.33648,1.691695,1.81749,0.5963,2.096875,2.7592999999999996,4.74546,1.965385,4.329665,Slight-Left-Turn
2.585,4.680900000000001,2.225215,2.025155,2.769,4.518625,2.77355,4.420294999999999,3.7357749999999994,1.00145,3.053445,4.261324999999999,2.2746500000000003,3.198,1.5994799999999998,4.977119999999999,4.930595,2.79315,1.0623,1.0285250000000001,2.0663,4.28266,3.5869350000000004,2.156855,Sharp-Right-Turn
0.42300000000000004,1.97398,4.960614999999999,1.9833250000000002,4.5538,4.207345,1.49117,1.051495,0.958625,4.79045,4.575165,3.3749149999999997,2.8668500000000003,3.834,4.16676,1.0875199999999998,2.617095,1.77103,0.5963,1.585925,4.3301,4.6066199999999995,3.8649150000000003,2.064395,Sharp-Right-Turn
0.745,3.9009400000000003,1.814905,3.3637149999999996,4.747800000000001,3.740425,1.4523100000000002,1.809475,1.3316749999999997,4.15895,4.321545,4.008065,4.72805,2.3076,2.45524,3.5127999999999995,1.969315,3.35067,1.9477000000000002,0.42467499999999997,0.5417,4.97686,2.7529950000000003,2.480465,Sharp-Right-Turn
0.837,4.2221,4.322355,3.865675,2.2646,4.868815,1.91863,1.388375,1.9534249999999997,4.45365,3.137985,3.4171249999999995,4.9395500000000006,4.724399999999999,1.46436,2.8263999999999996,2.4782849999999996,1.95687,2.1341,0.749825,1.4657,0.67282,0.48282499999999995,3.358835,Move-Forward
3.505,1.97398,1.906085,3.823845,2.3034,1.133455,1.21915,2.188465,2.2021249999999997,4.664149999999999,1.573995,2.657345,1.2171500000000002,2.35,2.13996,0.7214399999999999,2.709635,2.60731,3.8583,3.769075,4.9307,3.3107800000000003,2.058045,0.538805,Slight-Left-Turn
1.435,0.6893400000000001,2.134035,0.853915,3.7002,4.090615,4.87199,4.967725,1.373125,2.22235,2.6730150000000004,3.8814349999999997,4.6011500000000005,2.774,2.5903599999999996,4.15344,1.506615,3.53651,4.1845,4.047775,4.4687,1.50586,1.3167650000000002,0.723725,Slight-Left-Turn
1.067,3.0751,0.766335,1.063065,1.8378,1.794925,3.00671,1.5568149999999998,1.7876249999999998,1.63295,2.2080450000000003,2.446295,4.0935500000000005,2.0532,3.0407599999999997,3.46704,2.154395,0.8418300000000001,1.9011,2.979425,3.3598999999999997,1.8761,0.621815,3.220145,Slight-Right-Turn
2.815,2.7998200000000004,2.407575,0.9375749999999999,3.6614000000000004,3.156775,2.38495,2.693785,2.5337249999999996,1.50665,1.235835,0.9267350000000001,2.1900500000000003,2.2228,1.46436,1.5908799999999998,0.766295,2.8396100000000004,2.1807,4.187125,3.1289,3.9587000000000003,2.8456550000000003,3.821135,Slight-Right-Turn
4.195,1.4234200000000001,1.8604949999999998,4.367635,2.769,3.468055,2.1129300000000004,3.072775,1.5389249999999999,1.00145,2.757555,2.108615,1.6824500000000002,2.138,3.8965199999999998,2.8263999999999996,2.940985,3.4435900000000004,3.8117,1.167875,1.1423,2.98682,0.668145,4.838195,Move-Forward
1.619,4.497380000000001,3.410555,2.276135,1.5274,2.378575,3.90049,1.8936950000000001,4.8134749999999995,1.80135,4.997865,4.092485,4.13585,1.9684,3.0407599999999997,2.8263999999999996,2.1081250000000002,1.7245700000000002,3.7651000000000003,0.982075,1.0960999999999999,2.7091399999999997,1.085115,3.913595,Slight-Left-Turn
2.769,4.2679800000000006,4.0032250000000005,3.1963950000000003,4.4762,2.261845,4.67769,2.567455,1.5389249999999999,3.69585,1.869885,2.741765,2.9937500000000004,4.385199999999999,3.40108,2.09424,1.969315,2.65377,1.9943,2.096875,3.3598999999999997,3.40334,3.9575750000000003,4.422124999999999,Sharp-Right-Turn
0.561,2.2492600000000005,4.185585,2.4016249999999997,4.6702,1.444735,3.00671,3.156995,1.5803749999999999,3.61165,4.025655,3.9236449999999996,4.22045,3.4524,4.61716,0.8129599999999999,3.172335,4.605090000000001,3.8117,4.372925,2.5282999999999998,4.56034,4.652525000000001,2.480465,Move-Forward
3.505,4.2679800000000006,4.687075,4.9950849999999996,4.8254,2.028385,4.83313,3.156995,2.2021249999999997,3.82215,1.616265,3.1216549999999996,2.3592500000000003,3.834,4.842359999999999,2.9179199999999996,2.154395,4.69801,3.5787,4.465825000000001,2.2973,2.8479799999999997,1.687405,4.375895,Slight-Right-Turn
4.103,2.3410200000000003,1.313415,4.9114249999999995,4.6702,2.612035,4.83313,2.146355,1.414575,3.61165,2.9689050000000003,3.459335,4.0935500000000005,2.4772,3.0858,3.0551999999999992,3.403685,1.25997,4.4175,2.329125,1.3271,0.7191000000000001,4.930505,1.278485,Slight-Left-Turn
4.471,2.43278,2.6811149999999997,4.827764999999999,4.6314,3.896065,2.5403900000000004,1.051495,2.492275,1.92765,2.4193949999999997,3.9658549999999995,0.87875,2.7316,1.14908,2.09424,4.005195,2.7002300000000004,2.1807,1.400125,2.2511,3.58846,0.899795,0.8624149999999999,Sharp-Right-Turn
2.263,2.2492600000000005,4.4135349999999995,1.774175,2.8854,4.557535,2.2295100000000003,1.809475,4.8134749999999995,0.8751500000000001,0.939945,1.559885,4.13585,1.6716,2.04988,4.70256,1.691695,4.79093,1.5283000000000002,3.118775,3.0364999999999998,1.96866,1.270435,1.324715,Sharp-Right-Turn
4.195,4.58914,3.137015,4.660444999999999,1.9154,4.129525,4.52225,1.0936050000000002,4.481875,2.89595,4.152465,1.8553549999999999,1.3017500000000002,4.5123999999999995,2.04988,3.4212799999999994,1.645425,4.4657100000000005,3.2525,1.6788249999999998,4.9307,0.90422,2.289695,3.266375,Sharp-Right-Turn
1.343,3.39626,4.823845,3.3637149999999996,2.3034,4.635355000000001,3.90049,3.030665,1.0829749999999998,1.16985,0.939945,1.011155,4.1781500000000005,3.4524,4.797319999999999,2.7348799999999995,1.969315,4.605090000000001,2.8331,4.698074999999999,1.6966999999999999,1.1819,1.965385,1.971935,Slight-Right-Turn
